日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2018-08-09,=4059.2500,=6010.6800,=15481501242969,=11295651148740,=4156624261936.4199,=1.1450,=0.2159,=2.0531,=1.3857,=1.1296
2018-08-08,=3988.7100,=5905.7600,=15248884901453.3945,=11115482875874,=4074348417232.6899,=1.1277,=0.1970,=2.0534,=1.3863,=1.1296
2018-08-07,=4043.7600,=5983.8900,=15468279450948.1992,=11270915876218,=4134902002624.9902,=1.1431,=0.2138,=2.0543,=1.3870,=1.1296
2018-08-06,=3943.2896,=5833.6800,=15093719195101.9004,=10973961165013,=4015697608026.2212,=1.1154,=0.1801,=2.0544,=1.3880,=1.1296
2018-08-03,=3995.2183,=5910.5100,=15100611976334.1992,=10993369976699,=4025860090067.7759,=1.1159,=0.1804,=2.0552,=1.3904,=1.1304
2018-08-02,=4046.9400,=5984.5400,=15147032359941.7012,=11060254877534,=4067256537171.8052,=1.1192,=0.1871,=2.0553,=1.3919,=1.1304
2018-08-01,=4129.2559,=6106.2700,=15470949704534.8066,=11317625526006,=4169778343329.3350,=1.1444,=0.2134,=2.0557,=1.3924,=1.1304
2018-07-31,=4207.7815,=6222.3900,=15785166674222.6055,=11551472237505,=4261724741251.5679,=1.1677,=0.2373,=2.0560,=1.3935,=1.1304
2018-07-30,=4204.8687,=6214.7600,=15718057999107.0996,=11511927010077,=4259736367518.8799,=1.1625,=0.2303,=2.0562,=1.3945,=1.1304
2018-07-27,=4201.0621,=6209.1300,=15598070594431.1992,=11437750870594,=4231073389709.6001,=1.1537,=0.2203,=2.0582,=1.3957,=1.1307
2018-07-26,=4216.1812,=6225.4000,=15641344494357.4043,=11463720169407,=4246223851256.7510,=1.1559,=0.2241,=2.0593,=1.3964,=1.1304
2018-07-25,=4244.1339,=6266.6700,=15770806628307.4043,=11571097423180,=4284351067775.3428,=1.1655,=0.2323,=2.0614,=1.3965,=1.1304
2018-07-24,=4250.7613,=6276.4600,=15779356395708.5020,=11576653136364,=4291464153665.7422,=1.1661,=0.2331,=2.0615,=1.3968,=1.1304
2018-07-23,=4195.7148,=6193.4400,=15628784300662.3008,=11440398056078,=4233741237771.3931,=1.1550,=0.2225,=2.0618,=1.3969,=1.1304
2018-07-20,=4154.6853,=6130.1400,=15394293782372.0996,=11278130863811,=4179612649329.7158,=1.1374,=0.2067,=2.0635,=1.3981,=1.1307
2018-07-19,=4081.9136,=6022.0100,=14869726336078.1016,=10941940192312,=4070289474860.2192,=1.0986,=0.1525,=2.0639,=1.3982,=1.1304
2018-07-18,=4087.3551,=6030.0400,=14890185111519.1973,=10949580210045,=4061153466889.6650,=1.1002,=0.1546,=2.0639,=1.3993,=1.1307
2018-07-17,=4079.3265,=6018.1900,=14912946133078.1016,=10978241353344,=4076186014311.7100,=1.1018,=0.1563,=2.0643,=1.4006,=1.1309
2018-07-16,=4107.2220,=6044.2700,=15129371818475.2969,=11078908833015,=4115863786246.6870,=1.1099,=0.1690,=2.0646,=1.4011,=1.1311
2018-07-13,=4133.1423,=6072.9100,=15363156295329.1035,=11225630068676,=4166783772028.1182,=1.1249,=0.1928,=2.0656,=1.4046,=1.1313
2018-07-12,=4128.1795,=6049.9600,=15529049160097.3008,=11345527009502,=4170441473356.8628,=1.1253,=0.1928,=2.0677,=1.4047,=1.1313
2018-07-11,=4052.9546,=5934.6100,=15240538592366.6992,=11156460141595,=4108267774342.9058,=1.1025,=0.1575,=2.0707,=1.4054,=1.1320
2018-07-10,=4121.3817,=6030.8800,=15443646258427.9004,=11319494281966,=4174066301611.6411,=1.1170,=0.1801,=2.0715,=1.4074,=1.1325
2018-07-09,=4108.5541,=6010.5300,=15452255267747.2031,=11319280677682,=4174367880569.7148,=1.1175,=0.1801,=2.0718,=1.4083,=1.1337
2018-07-06,=4014.8838,=5863.5900,=14957453907525.0059,=10983290577186,=4053194255471.9771,=1.0803,=0.1245,=2.0726,=1.4098,=1.1343
2018-07-05,=4003.2056,=5842.7700,=14850448194191.1992,=10903239812992,=4015833105273.7109,=1.0720,=0.1131,=2.0752,=1.4107,=1.1343
2018-07-04,=4042.2912,=5899.0500,=14747539758536.8008,=10842653531679,=4003915052648.2422,=1.0643,=0.0962,=2.0792,=1.4117,=1.1351
2018-07-03,=4082.4669,=5952.7400,=14814419659137.3008,=10907103992703,=4046279880936.8540,=1.0690,=0.1086,=2.0802,=1.4120,=1.1354
2018-07-02,=4076.2311,=5939.7700,=14799899524689.5977,=10919627519557,=4050466292784.2900,=1.0669,=0.1036,=2.0807,=1.4121,=1.1357
2018-06-29,=4187.0214,=6101.2100,=15283894716406.9004,=11330862680089,=4205130054191.8569,=1.1098,=0.1661,=2.0818,=1.4125,=1.1359
2018-06-28,=4096.8811,=5967.8300,=14995656954334.1992,=11112841257034,=4113633179602.9038,=1.0882,=0.1353,=2.0819,=1.4126,=1.1359
2018-06-27,=4151.2670,=6042.1100,=15191258507834.1992,=11250127148393,=4163873838470.3242,=1.1019,=0.1538,=2.0820,=1.4128,=1.1370
2018-06-26,=4202.3565,=6112.5400,=15433863859306.0039,=11423323476256,=4252885291384.0928,=1.1194,=0.1809,=2.0828,=1.4129,=1.1380
2018-06-25,=4252.1270,=6183.7900,=15711134198245.6992,=11618844870981,=4323100140596.5098,=1.1395,=0.2027,=2.0829,=1.4130,=1.1380
2018-06-22,=4291.5000,=6241.0500,=15972791958587,=11800144821530,=4396884222233.0010,=1.1585,=0.2178,=2.0829,=1.4133,=1.1381
2018-06-21,=4276.1777,=6213.4600,=16018773728869.8047,=11833464400553,=4404183078573.1348,=1.1602,=0.2188,=2.0830,=1.4136,=1.1380
2018-06-20,=4315.1399,=6266.9500,=16071044910836.2988,=11869503142293,=4421540187794.7305,=1.1639,=0.2216,=2.0847,=1.4147,=1.1380
2018-06-19,=4291.9818,=6230.3300,=16168930959903.5605,=11917043641808,=4424700835832.5879,=1.1704,=0.2303,=2.0859,=1.4159,=1.1380
2018-06-15,=4460.9917,=6475.6700,=16357745321031.6035,=12084144283093,=4524350432125.2666,=1.1841,=0.2576,=2.0892,=1.4170,=1.1381
2018-06-14,=4481.2387,=6492.3200,=16275467310256.6992,=12046468600408,=4520238109219.9404,=1.1763,=0.2388,=2.0892,=1.4176,=1.1381
2018-06-13,=4501.3921,=6521.5200,=16277343089018.5996,=12064829440382,=4538296762113.7705,=1.1764,=0.2388,=2.0906,=1.4185,=1.1381
2018-06-12,=4535.4677,=6570.8900,=16335211681604.4004,=12112627481397,=4559852005523.3428,=1.1806,=0.2487,=2.0907,=1.4193,=1.1381
2018-06-11,=4480.9762,=6491.9400,=16177215524390.9980,=11992645307335,=4505341136652.9297,=1.1692,=0.2273,=2.0913,=1.4198,=1.1381
2018-06-08,=4486.9940,=6500.5700,=16149866257671.0996,=11959976397232,=4476984138583.1826,=1.1672,=0.2236,=2.0916,=1.4214,=1.1381
2018-06-07,=4549.3562,=6574.9200,=16406379007153.5000,=12142617716996,=4542648004487.7979,=1.1838,=0.2553,=2.0916,=1.4231,=1.1380
2018-06-06,=4578.8640,=6607.5100,=16374220460050.2988,=12126768814364,=4542420240620.6221,=1.1812,=0.2500,=2.0918,=1.4234,=1.1380
2018-06-05,=4579.5284,=6606.4100,=16447625155442.3047,=12178617280349,=4561025199220.6064,=1.1865,=0.2590,=2.0932,=1.4237,=1.1380
2018-06-04,=4559.6793,=6571.5300,=16462922368565.8027,=12187047153359,=4544126562486.0996,=1.1834,=0.2537,=2.0942,=1.4238,=1.1380
2018-06-01,=4527.0924,=6524.5600,=16254680016443.0996,=12022015629739,=4476181076399.7998,=1.1684,=0.2256,=2.0952,=1.4273,=1.1381
2018-05-31,=4559.6164,=6571.4400,=16327508692438.8008,=12072820532985,=4500124346105.2998,=1.1737,=0.2319,=2.0956,=1.4279,=1.1380
2018-05-30,=4466.2814,=6433.8600,=16062200115917.5996,=11857143472435,=4399913089910.3652,=1.1545,=0.2134,=2.0966,=1.4290,=1.1380
2018-05-29,=4551.2635,=6555.5500,=16373269387207,=12078264368880,=4480375703566.8008,=1.1768,=0.2373,=2.0975,=1.4298,=1.1380
2018-05-28,=4564.4349,=6572.2100,=16409545989565.6035,=12097839309299,=4494259893087.6367,=1.1792,=0.2442,=2.0975,=1.4306,=1.1380
2018-05-25,=4551.3759,=6551.6400,=16385888875144.5020,=12066797241259,=4472085158234.0088,=1.1775,=0.2380,=2.0976,=1.4311,=1.1381
2018-05-24,=4561.8194,=6561.8200,=16426944022485.1035,=12106543591217,=4476900031501.5215,=1.1755,=0.2352,=2.0995,=1.4315,=1.1380
2018-05-23,=4591.5073,=6604.5200,=16572723059213.6035,=12215056008273,=4517044687437.3135,=1.1860,=0.2550,=2.0995,=1.4322,=1.1380
2018-05-22,=4637.4246,=6670.5700,=16835541376991.4004,=12407957647688,=4576710570104.3838,=1.2048,=0.2807,=2.0995,=1.4330,=1.1380
2018-05-21,=4650.2242,=6688.9800,=16983549557456.9023,=12500134587323,=4616135423104.8477,=1.2154,=0.2968,=2.0995,=1.4333,=1.1380
2018-05-18,=4628.8163,=6658.1900,=17013461889792.6055,=12508018290999,=4614545128496.5879,=1.2175,=0.3002,=2.0995,=1.4337,=1.1380
2018-05-17,=4585.0769,=6594.4600,=16766831871635.6992,=12333767606862,=4562024546831.9092,=1.1998,=0.2732,=2.1001,=1.4339,=1.1380
2018-05-16,=4601.8813,=6617.0900,=16841117768460.6992,=12390495843440,=4589589725952.5166,=1.2050,=0.2811,=2.1001,=1.4341,=1.1380
2018-05-15,=4628.1632,=6654.0600,=17043712451834.6992,=12531201055692,=4637550506863.0586,=1.2195,=0.3027,=2.1001,=1.4345,=1.1380
2018-05-14,=4608.9631,=6626.4600,=17044439776606.9023,=12533798944325,=4637693193917.6445,=1.2195,=0.3028,=2.1001,=1.4348,=1.1380
2018-05-11,=4588.7785,=6597.4400,=16942393287853.9004,=12448318837856,=4589758711948.8057,=1.2122,=0.2905,=2.1001,=1.4350,=1.1380
2018-05-10,=4608.9421,=6626.4300,=16904338051662.6016,=12452888542661,=4603839249193.1572,=1.2095,=0.2882,=2.1005,=1.4351,=1.1370
2018-05-09,=4581.5762,=6587.0800,=16858345639440.2988,=12409035202870,=4587375088106.1904,=1.2062,=0.2846,=2.1005,=1.4352,=1.1370
2018-05-08,=4586.6751,=6594.4100,=16840425455737.6992,=12401499282239,=4590064818507.3301,=1.2049,=0.2814,=2.1005,=1.4352,=1.1370
2018-05-07,=4549.2201,=6540.5600,=16644733179255.5000,=12265999645799,=4525097371935.2549,=1.1909,=0.2642,=2.1005,=1.4354,=1.1370
2018-05-04,=4482.6043,=6444.7900,=16433227167258.9980,=12099882142968,=4458714389067.3330,=1.1758,=0.2370,=2.1005,=1.4357,=1.1370
2018-05-03,=4494.8965,=6461.0100,=16536140724227.7051,=12165957077102,=4487486590425.2959,=1.1825,=0.2495,=2.1009,=1.4362,=1.1359
2018-05-02,=4461.7128,=6413.3100,=16479508887714,=12113400833713,=4461869125884.9902,=1.1785,=0.2417,=2.1009,=1.4366,=1.1359
2018-04-27,=4440.9043,=6383.4000,=16473610290126.7031,=12105787784758,=4433440081639.3076,=1.1954,=0.2667,=2.1009,=1.4366,=1.1359
2018-04-26,=4440.7429,=6376.4700,=16395716310336.9004,=12064799044556,=4435946095364.9844,=1.1986,=0.2705,=2.1009,=1.4366,=1.1359
2018-04-25,=4508.5838,=6473.8900,=16571447382792.8008,=12208347262883,=4508944104509.0469,=1.2132,=0.2905,=2.1009,=1.4366,=1.1359
2018-04-24,=4521.8823,=6492.9800,=16738803087748.4961,=12324738115589,=4543850192435.0371,=1.2288,=0.3056,=2.1009,=1.4367,=1.1358
2018-04-23,=4431.9247,=6363.8100,=16419223447867.0977,=12081683456508,=4445582688222.5020,=1.2054,=0.2800,=2.1009,=1.4369,=1.1358
2018-04-20,=4429.9219,=6360.9400,=16340116641767.7988,=12029638512552,=4415385282354.4082,=1.1998,=0.2726,=2.1009,=1.4371,=1.1358
2018-04-19,=4492.1984,=6450.3600,=16456578257511.9004,=12125192078508,=4458391740013.1426,=1.2090,=0.2844,=2.1009,=1.4378,=1.1358
2018-04-18,=4450.4956,=6388.2800,=16289597097737.0996,=11986891740121,=4399107253551.2002,=1.1967,=0.2679,=2.1009,=1.4385,=1.1358
2018-04-17,=4432.0503,=6361.8100,=16147808010723.6992,=11888881451237,=4374347841526.9810,=1.1868,=0.2576,=2.1031,=1.4385,=1.1357
2018-04-16,=4483.7867,=6436.0700,=16282239866355.3066,=11996892824699,=4412575715585.4316,=1.1976,=0.2693,=2.1031,=1.4385,=1.1357
2018-04-13,=4559.8496,=6545.2500,=16725485178178.4004,=12296356369829,=4518646389127.5703,=1.2303,=0.3044,=2.1031,=1.4387,=1.1357
2018-04-12,=4580.8123,=6575.3400,=16866170851134.9023,=12402515829086,=4559926683121.4209,=1.2406,=0.3128,=2.1031,=1.4389,=1.1357
2018-04-11,=4622.6088,=6635.3400,=17138175939325.8984,=12577757328267,=4617038590968.9014,=1.2612,=0.3329,=2.1031,=1.4392,=1.1357
2018-04-10,=4597.2046,=6598.8700,=16973361077321.6035,=12473212253788,=4587794783909.6689,=1.2496,=0.3206,=2.1034,=1.4395,=1.1354
2018-04-09,=4520.9159,=6489.3700,=16487235176685.7012,=12162797508623,=4479391264744.9102,=1.2144,=0.2911,=2.1034,=1.4400,=1.1354
2018-04-04,=4529.7562,=6502.0600,=16492734005000.3008,=12166185175703,=4497234321935.5498,=1.2148,=0.2917,=2.1034,=1.4405,=1.1354
2018-04-03,=4533.2156,=6507.0200,=16508651745602.8008,=12156057437227,=4488090855968.2109,=1.2160,=0.2918,=2.1034,=1.4408,=1.1354
2018-04-02,=4578.5139,=6572.0400,=16622288394117.1992,=12239161465828,=4508510004155.9404,=1.2245,=0.3003,=2.1034,=1.4410,=1.1354
2018-03-30,=4601.8686,=6605.5700,=16816671401800.5996,=12350835992670,=4538307588818.1387,=1.2391,=0.3108,=2.1038,=1.4412,=1.1351
2018-03-29,=4599.4342,=6602.0700,=16894036482467.5000,=12427102124073,=4562849940381.5703,=1.2491,=0.3189,=2.1038,=1.4413,=1.1351
2018-03-28,=4521.3011,=6489.9200,=16528191435743.6992,=12162368053690,=4464120211941.6299,=1.2257,=0.3010,=2.1038,=1.4417,=1.1351
2018-03-27,=4586.7743,=6583.9000,=16697230797562.6016,=12305204298930,=4519904696816.4219,=1.2452,=0.3150,=2.1038,=1.4420,=1.1351
2018-03-26,=4568.4440,=6549.0900,=16708429912837.8008,=12307890907217,=4515798461860.1729,=1.2499,=0.3193,=2.1038,=1.4421,=1.1351
2018-03-23,=4607.2898,=6604.7700,=17180648911322.0996,=12636214378781,=4610249731195.4297,=1.2883,=0.3654,=2.1043,=1.4422,=1.1343
2018-03-22,=4743.8208,=6800.5000,=17551027997732.5098,=12893243392353,=4708654430645.3398,=1.3167,=0.4011,=2.1043,=1.4422,=1.1343
2018-03-21,=4781.5440,=6854.5800,=17693295651429.0977,=13006498774295,=4764523179382.4688,=1.3274,=0.4113,=2.1043,=1.4422,=1.1343
2018-03-20,=4790.3361,=6867.1800,=17737744916151.6016,=13043874070913,=4779418565079.9814,=1.3307,=0.4148,=2.1043,=1.4423,=1.1343
2018-03-19,=4791.6057,=6869,=17628327605253.6992,=12978487773369,=4776235968205.7705,=1.3225,=0.4079,=2.1043,=1.4423,=1.1343
2018-03-16,=4813.0802,=6899.7900,=17597995890073.2969,=12983997532155,=4785207658190.1113,=1.3203,=0.4059,=2.1046,=1.4424,=1.1341
2018-03-15,=4851.2768,=6954.5400,=17791878334400.7031,=13116614421250,=4834181506910.7012,=1.3349,=0.4191,=2.1046,=1.4425,=1.1341
2018-03-14,=4845.2020,=6945.8300,=17729417480935.6016,=13059292600701,=4807446518387.2090,=1.3302,=0.4138,=2.1046,=1.4427,=1.1341
2018-03-13,=4864.3836,=6973.3300,=17813301491323.7969,=13106007815058,=4825343315025.7705,=1.3364,=0.4211,=2.1046,=1.4429,=1.1341
2018-03-12,=4894.3630,=7016.3100,=17825035370304.6953,=13119971444736,=4844287386117.2607,=1.3373,=0.4238,=2.1046,=1.4438,=1.1341
2018-03-09,=4884.4115,=7002.0400,=17874514233346.1016,=13137670058831,=4853818853550.5000,=1.3410,=0.4295,=2.1055,=1.4447,=1.1337
2018-03-08,=4867.4048,=6977.6600,=17851908451870.1992,=13132548920992,=4846539600137.4209,=1.3393,=0.4267,=2.1055,=1.4448,=1.1337
2018-03-07,=4822.2031,=6912.8600,=17813651070229.1992,=13079039347866,=4798490031551.1816,=1.3365,=0.4218,=2.1055,=1.4450,=1.1337
2018-03-06,=4841.2609,=6940.1800,=17768824889973,=13074967646888,=4806986074462.9902,=1.3331,=0.4178,=2.1055,=1.4453,=1.1337
2018-03-05,=4777.4004,=6848.6400,=17691724158143.4023,=13005444866242,=4768160829656.5596,=1.3273,=0.4121,=2.1055,=1.4455,=1.1337
2018-03-02,=4783.9146,=6857.9800,=17756680336676.4961,=13044937496932,=4778975507156.8691,=1.3322,=0.4161,=2.1063,=1.4458,=1.1325
2018-03-01,=4796.3818,=6875.8500,=17846486925203.8984,=13107914736365,=4801019821299.8301,=1.3389,=0.4255,=2.1063,=1.4461,=1.1325
2018-02-28,=4789.7758,=6866.3800,=17842763270629.0039,=13090971329910,=4790615879111.0615,=1.3386,=0.4248,=2.1063,=1.4462,=1.1325
2018-02-27,=4822.3550,=6913.0800,=18112168843396.6016,=13287507590912,=4852969656591.4092,=1.3589,=0.4431,=2.1063,=1.4463,=1.1325
2018-02-26,=4899.0698,=7023.0600,=18559653990987.1055,=13596670264050,=4962122509269.0996,=1.3924,=0.4673,=2.1063,=1.4463,=1.1325
2018-02-23,=4853.3542,=6957.5200,=18511927074869.9063,=13550865762108,=4943456929968.2197,=1.3888,=0.4667,=2.1065,=1.4464,=1.1320
2018-02-22,=4839.2449,=6937.2900,=18411994222794.6016,=13475526907719,=4916517593706.5684,=1.3814,=0.4635,=2.1065,=1.4465,=1.1320
2018-02-14,=4736.5591,=6790.0900,=17974136926358.1016,=13162636148498,=4810274017491.8613,=1.3485,=0.4350,=2.1065,=1.4466,=1.1320
2018-02-13,=4724.1045,=6772.2300,=17862290496808.1016,=13079331358638,=4774212680437.8193,=1.3401,=0.4268,=2.1065,=1.4470,=1.1320
2018-02-12,=4672.7103,=6698.5600,=17572084699889.0996,=12869120738827,=4701853342156.4814,=1.3183,=0.4079,=2.1065,=1.4473,=1.1320
2018-02-09,=4620.2250,=6623.3200,=17649240753105.8984,=12899312983171,=4686059522466.5508,=1.3241,=0.4119,=2.1066,=1.4476,=1.1313
2018-02-08,=4807.1596,=6891.3000,=18249850220914.7969,=13368174261904,=4864359891541.7510,=1.3692,=0.4548,=2.1066,=1.4478,=1.1313
2018-02-07,=4852.4933,=6956.2900,=18820531833343.5000,=13755696179133,=4962777806533.8506,=1.4120,=0.4744,=2.1066,=1.4480,=1.1313
2018-02-06,=4952.9174,=7100.2500,=19588067266339.6016,=14288339329264,=5137283775986.2490,=1.4696,=0.5228,=2.1066,=1.4483,=1.1313
2018-02-05,=5098.9372,=7309.5800,=19991716861618.1992,=14547564165196,=5237962698463.0195,=1.4999,=0.5476,=2.1066,=1.4480,=1.1313
2018-02-02,=5061.5215,=7255.9400,=19636392345782.1953,=14325073412929,=5196623847001.7432,=1.4732,=0.5262,=2.1078,=1.4478,=1.1312
2018-02-01,=5020.1774,=7196.6700,=19564364153004.5078,=14244626020157,=5172250860890.0898,=1.4678,=0.5218,=2.1078,=1.4476,=1.1312
2018-01-31,=5071.8098,=7270.6900,=19371243400678.4023,=14119068629078,=5149181372592.0391,=1.4533,=0.5038,=2.1078,=1.4473,=1.1312
2018-01-30,=5077.6357,=7279.0400,=19129134786919.6016,=13944708461634,=5080621141309.9414,=1.4352,=0.4892,=2.1078,=1.4470,=1.1312
2018-01-29,=5139.4613,=7367.6700,=19492429559097.6055,=14216259637053,=5176923358058.6494,=1.4624,=0.5148,=2.1078,=1.4473,=1.1312
2018-01-26,=5190.2866,=7440.5300,=19640873493802,=14321981748194,=5249336673612.6309,=1.4735,=0.5257,=2.1089,=1.4470,=1.1311
2018-01-25,=5156.2794,=7391.7800,=19533414167963.6992,=14248832592437,=5215004356526.0801,=1.4655,=0.5191,=2.1089,=1.4466,=1.1311
2018-01-24,=5177.3544,=7421.9900,=19647884726268.0039,=14312925860945,=5244746633761.7510,=1.4741,=0.5261,=2.1089,=1.4465,=1.1311
2018-01-23,=5169.5701,=7410.8300,=19662587107463.8047,=14297330250934,=5244054228719.3701,=1.4752,=0.5276,=2.1089,=1.4464,=1.1311
2018-01-22,=5108.8981,=7323.8500,=19057484563162.1992,=13963734499895,=5147956926136.9990,=1.4298,=0.4866,=2.1089,=1.4463,=1.1311
2018-01-19,=5058.9760,=7252.2900,=18977711407103,=13877190285660,=5089722620423.4814,=1.4238,=0.4851,=2.1090,=1.4464,=1.1309
2018-01-18,=5061.0466,=7255.2600,=18887291129994.1016,=13814235574923,=5086525943002.5713,=1.4170,=0.4819,=2.1090,=1.4465,=1.1309
2018-01-17,=5020.7802,=7197.5300,=18425250396447.2031,=13558982967551,=5033180062806.0303,=1.3823,=0.4655,=2.1090,=1.4466,=1.1309
2018-01-16,=5027.2277,=7206.7800,=18344739306050.1016,=13531805107540,=5042928969721.2920,=1.3763,=0.4619,=2.1090,=1.4470,=1.1309
2018-01-15,=4956.6748,=7105.6400,=18181414580583.3984,=13428668949020,=5001131617559.6396,=1.3641,=0.4536,=2.1090,=1.4473,=1.1309
2018-01-12,=4974.8290,=7131.6600,=17953368789131.2031,=13282306345358,=4961299601829.9326,=1.3469,=0.4372,=2.1092,=1.4476,=1.1307
2018-01-11,=4950.7494,=7097.1400,=17823106836440.3008,=13174320651857,=4914180162533.8213,=1.3372,=0.4275,=2.1092,=1.4478,=1.1307
2018-01-10,=4963.9949,=7116.1300,=17800955633196.7031,=13181408682685,=4932331173495.6191,=1.3355,=0.4247,=2.1092,=1.4480,=1.1307
2018-01-09,=4949.1642,=7094.8700,=17529401275248.5996,=12993459538588,=4861395259905.2412,=1.3151,=0.4074,=2.1092,=1.4483,=1.1307
2018-01-08,=4952.7185,=7099.9600,=17533818145293.5000,=12984002402788,=4840396419044.1797,=1.3155,=0.4076,=2.1092,=1.4485,=1.1307
2018-01-05,=4912.4328,=7042.2100,=17453166451383,=12898292792045,=4807966757057.2510,=1.3094,=0.3992,=2.1097,=1.4487,=1.1304
2018-01-04,=4877.6333,=6992.3300,=17333053544403.8008,=12807642055038,=4765985831977.3086,=1.3004,=0.3874,=2.1097,=1.4493,=1.1304
2018-01-03,=4859.7024,=6966.6200,=17306605754972.0039,=12748403447903,=4743433030386.2988,=1.2984,=0.3846,=2.1097,=1.4498,=1.1304
2018-01-02,=4836.0789,=6932.7600,=17277744773595.6992,=12717857952447,=4729556584646.2783,=1.2963,=0.3818,=2.1097,=1.4500,=1.1304
2017-12-29,=4750.7874,=6810.4900,=17036375096870.0039,=12547818288702,=4647463710977.7305,=1.2781,=0.3627,=2.1097,=1.4503,=1.1304
2017-12-28,=4718.5551,=6764.2800,=16928822611163.0996,=12481772704028,=4627763633915.9688,=1.2701,=0.3513,=2.1102,=1.4503,=1.1304
2017-12-27,=4696.6756,=6732.9100,=16827767095580.5020,=12402033417373,=4607378571606.7305,=1.2625,=0.3386,=2.1102,=1.4503,=1.1304
2017-12-26,=4730.7611,=6781.7800,=16982857800098.8965,=12523130621849,=4670633813068.3193,=1.2741,=0.3572,=2.1102,=1.4504,=1.1304
2017-12-25,=4710.8021,=6753.1600,=16866246987752.8008,=12451050204149,=4658339631853.8789,=1.2654,=0.3428,=2.1102,=1.4505,=1.1304
2017-12-22,=4716.9027,=6761.9100,=16784640594903.9004,=12414508735396,=4648029128673.0098,=1.2593,=0.3369,=2.1102,=1.4516,=1.1304
2017-12-21,=4716.3107,=6761.0600,=16791145075938.5000,=12443529982014,=4663095029725.5488,=1.2602,=0.3379,=2.1105,=1.4526,=1.1302
2017-12-20,=4690.5537,=6724.1400,=16732149308987.3008,=12384490594233,=4628236371112.5391,=1.2558,=0.3355,=2.1105,=1.4530,=1.1302
2017-12-19,=4703.6238,=6742.8700,=16724112249544.8008,=12381301204927,=4625230324871.7207,=1.2552,=0.3352,=2.1105,=1.4534,=1.1302
2017-12-18,=4664.1441,=6686.2800,=16524962440542.4004,=12249733700675,=4568173686528.1406,=1.2402,=0.3199,=2.1105,=1.4535,=1.1302
2017-12-15,=4664.8582,=6687.3000,=16421122392250.0039,=12184178935522,=4543848189410.4482,=1.2324,=0.3136,=2.1105,=1.4536,=1.1302
2017-12-14,=4702.3981,=6741.1200,=16587506302379.4004,=12323038601252,=4603136911212.7598,=1.2449,=0.3227,=2.1109,=1.4538,=1.1296
2017-12-13,=4713.3193,=6756.7700,=16659871164987.7988,=12371760439087,=4621540195074.3193,=1.2504,=0.3276,=2.1109,=1.4540,=1.1296
2017-12-12,=4677.6117,=6705.5800,=16514113265862.5996,=12266254241341,=4575009588734.0332,=1.2394,=0.3196,=2.1109,=1.4544,=1.1296
2017-12-11,=4725.1771,=6773.7700,=16704931032868.5977,=12407843879609,=4632768753311.2607,=1.2537,=0.3322,=2.1109,=1.4548,=1.1296
2017-12-08,=4675.8399,=6703.0400,=18143017401386.9063,=13699011110724,=4700135996478.7207,=1.2645,=0.3384,=2.1109,=1.4548,=1.1296
2017-12-07,=4660.8384,=6681.5400,=18167040259100.7031,=13702976491836,=4689443838637.7998,=1.2662,=0.3407,=2.1113,=1.4548,=1.1296
2017-12-06,=4708.7012,=6750.1500,=18361535693927.4023,=13850027187860,=4749506112073.7314,=1.2800,=0.3602,=2.1113,=1.4548,=1.1296
2017-12-05,=4735.6026,=6788.7200,=18522999476660.3984,=13985237276256,=4801845175550.0303,=1.2912,=0.3716,=2.1113,=1.4548,=1.1296
2017-12-04,=4724.0248,=6770.1200,=18253704095618.2969,=13795407819572,=4738564592989.2695,=1.2724,=0.3510,=2.1113,=1.4550,=1.1296
2017-12-01,=4718.1346,=6761.6700,=18202887664290.8984,=13757392486266,=4715383749325.7598,=1.2689,=0.3460,=2.1113,=1.4552,=1.1296
2017-11-30,=4725.7812,=6772.6300,=18314380546722.1992,=13819856168780,=4739926813937.8496,=1.2766,=0.3569,=2.1129,=1.4553,=1.1296
2017-11-29,=4755.9597,=6815.8800,=18414814856482.5000,=13905174827762,=4778641452624.7090,=1.2836,=0.3636,=2.1129,=1.4555,=1.1296
2017-11-28,=4760.7887,=6822.8000,=18380034496968.5977,=13885248554694,=4774678773450.1865,=1.2812,=0.3607,=2.1129,=1.4558,=1.1296
2017-11-27,=4756.4894,=6816.6400,=18536992285372.8984,=13995313353213,=4809616668139.1475,=1.2922,=0.3708,=2.1129,=1.4560,=1.1296
2017-11-24,=4798.5167,=6876.8700,=18689336778734.2969,=14099565774581,=4846392409198.7500,=1.3028,=0.3848,=2.1129,=1.4562,=1.1296
2017-11-23,=4798.5507,=6876.9200,=18686701307292.7969,=14088026988939,=4839064286802.2588,=1.3026,=0.3845,=2.1131,=1.4563,=1.1291
2017-11-22,=4928.3230,=7062.9000,=19052062827798.1016,=14391284086353,=4961737992572.9482,=1.3281,=0.4089,=2.1131,=1.4563,=1.1291
2017-11-21,=4921.2673,=7052.7900,=18733784502328.2031,=14181762566431,=4919173159713.0107,=1.3059,=0.3874,=2.1131,=1.4563,=1.1291
2017-11-20,=4857.3329,=6961.1600,=18586060834863.7070,=14046563226381,=4840891904549.4404,=1.2956,=0.3751,=2.1131,=1.4564,=1.1291
