日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2017-11-17,=4835.3683,=6929.6800,=18460910348494.8047,=13972444555176,=4815027400225.6387,=1.2868,=0.3670,=2.1131,=1.4564,=1.1291
2017-11-16,=4827.4683,=6918.3600,=18125388302752.2031,=13742974266914,=4730615263587.5293,=1.2635,=0.3394,=2.1150,=1.4566,=1.1289
2017-11-15,=4814.7822,=6900.1800,=18170772763854.5000,=13766410368366,=4713885046462.4072,=1.2666,=0.3435,=2.1150,=1.4568,=1.1289
2017-11-14,=4836.0500,=6930.6600,=18237710086201,=13821514740588,=4721484755293.4902,=1.2713,=0.3514,=2.1150,=1.4569,=1.1289
2017-11-13,=4867.8140,=6976.1800,=18294695074716.4023,=13868189294440,=4745237552785.5898,=1.2753,=0.3550,=2.1150,=1.4570,=1.1289
2017-11-10,=4841.3765,=6938.2900,=18161014406143.8008,=13766452808682,=4717445078822.0469,=1.2659,=0.3426,=2.1150,=1.4570,=1.1289
2017-11-09,=4814.4146,=6899.6600,=18258537667098.4063,=13813496059911,=4696388453053.5996,=1.2727,=0.3519,=2.1151,=1.4570,=1.1286
2017-11-08,=4788.8483,=6863.0200,=18271247429626.6992,=13805755934582,=4684687061452.5000,=1.2736,=0.3533,=2.1151,=1.4576,=1.1286
2017-11-07,=4786.6007,=6859.7900,=18301437347645.6016,=13835824558434,=4693942773396.0498,=1.2757,=0.3543,=2.1151,=1.4582,=1.1286
2017-11-06,=4757.0768,=6817.4800,=18131307204484.3984,=13704677794771,=4652075975151.4883,=1.2639,=0.3410,=2.1151,=1.4591,=1.1286
2017-11-03,=4724.2806,=6770.4800,=18158358172921.6992,=13703363495172,=4643707705214.3408,=1.2658,=0.3425,=2.1151,=1.4600,=1.1286
2017-11-02,=4744.3823,=6799.2900,=18205493529669.3984,=13737367822444,=4656119748113.1396,=1.2690,=0.3474,=2.1151,=1.4600,=1.1284
2017-11-01,=4744.3643,=6799.2600,=18189781843561.2031,=13724093674378,=4645437330986.1689,=1.2679,=0.3454,=2.1151,=1.4600,=1.1284
2017-10-31,=4767.5522,=6832.5000,=18237053720952.1016,=13744346695195,=4669796506204.1904,=1.2712,=0.3503,=2.1151,=1.4600,=1.1284
2017-10-30,=4786.0426,=6858.9900,=18407985310565.1016,=13863994056090,=4685936198546.3740,=1.3299,=0.4063,=2.1151,=1.4601,=1.1284
2017-10-27,=4806.6272,=6888.4900,=18318870395072.4961,=13812666461525,=4676760060013.2578,=1.3388,=0.4160,=2.1151,=1.4601,=1.1284
2017-10-26,=4791.8467,=6867.3100,=18145481489310.3008,=13696749836610,=4635073503147.9307,=1.3351,=0.4114,=2.1164,=1.4601,=1.1280
2017-10-25,=4787.0083,=6860.3800,=18244103833870.1992,=13751010807974,=4641955949064.8564,=1.3431,=0.4203,=2.1164,=1.4603,=1.1280
2017-10-24,=4775.1342,=6843.3600,=18283709811722.8984,=13768053816439,=4628759109687.6396,=1.3463,=0.4231,=2.1164,=1.4605,=1.1280
2017-10-23,=4746.4996,=6802.3200,=18150330344530.6016,=13663371153122,=4585932858405.5352,=1.3366,=0.4137,=2.1164,=1.4607,=1.1280
2017-10-20,=4742.3059,=6796.3100,=18244888503462.6016,=13725606540397,=4602100871017.1318,=1.3436,=0.4209,=2.1164,=1.4609,=1.1280
2017-10-19,=4740.4320,=6793.6300,=18365560666179.5039,=13805276111922,=4623822159980.7461,=1.3524,=0.4254,=2.1164,=1.4611,=1.1255
2017-10-18,=4740.8298,=6794.2000,=18307553808896.4023,=13766920928685,=4620333435554.5547,=1.3482,=0.4230,=2.1164,=1.4613,=1.1255
2017-10-17,=4708.7946,=6748.2900,=18055636603575.1992,=13588944690396,=4572104815157.1025,=1.3296,=0.4074,=2.1164,=1.4613,=1.1255
2017-10-16,=4708.8836,=6748.4200,=18102512551248.7031,=13615139127397,=4569030513328.5488,=1.3331,=0.4102,=2.1164,=1.4613,=1.1255
2017-10-13,=4741.5165,=6795.1800,=18031716163426.8008,=13582548416025,=4569167193724.8555,=1.3282,=0.4069,=2.1164,=1.4617,=1.1255
2017-10-12,=4740.2991,=6793.4400,=18095417256913.3047,=13626452471815,=4581545667043.4990,=1.3328,=0.4097,=2.1166,=1.4620,=1.1237
2017-10-11,=4739.6127,=6792.4500,=18118508664271.5977,=13638219310830,=4575031604703.3018,=1.3345,=0.4103,=2.1166,=1.4621,=1.1237
2017-10-10,=4726.0938,=6773.0800,=18012745204387.1992,=13554270896048,=4549866230592.9219,=1.3268,=0.4070,=2.1166,=1.4622,=1.1237
2017-10-09,=4719.9659,=6764.3000,=17977417940175.5000,=13536434208293,=4543477283858.0146,=1.3242,=0.4063,=2.1166,=1.4627,=1.1237
2017-09-29,=4672.2503,=6695.9200,=17842545058224.1055,=13429549873414,=4490725624495.0791,=1.3142,=0.3968,=2.1166,=1.4632,=1.1237
2017-09-28,=4663.2627,=6683.0400,=17859528003844.4023,=13439336546702,=4477818187841.7646,=1.3155,=0.3983,=2.1171,=1.4635,=1.1233
2017-09-27,=4673.3026,=6697.4200,=17880538400328.7031,=13461714509841,=4486902127191.2441,=1.3170,=0.3998,=2.1171,=1.4639,=1.1233
2017-09-26,=4666.4094,=6687.5500,=17966908503908.6016,=13508253148270,=4495814347124.5830,=1.3234,=0.4044,=2.1171,=1.4642,=1.1233
2017-09-25,=4668.8034,=6690.2500,=17991813834681.3047,=13518656382289,=4503597546708.3135,=1.3248,=0.4055,=2.1171,=1.4645,=1.1233
2017-09-22,=4690.0497,=6720.6900,=17883580827765.3008,=13453168587666,=4509322968957.2715,=1.3168,=0.3995,=2.1171,=1.4645,=1.1233
2017-09-21,=4683.8211,=6711.7700,=17824468853019.8984,=13415677004865,=4497823636281,=1.3125,=0.3948,=2.1178,=1.4645,=1.1231
2017-09-20,=4685.9117,=6714.7600,=17686371165136.5000,=13338413284555,=4486620786019.1719,=1.3023,=0.3840,=2.1178,=1.4645,=1.1231
2017-09-19,=4663.1889,=6681.0800,=17677095177621.1992,=13330416978172,=4479932356779.2178,=1.3005,=0.3811,=2.1178,=1.4645,=1.1231
2017-09-18,=4676.9236,=6700.7600,=17655151600950.6992,=13324087023125,=4479435428436.3047,=1.2988,=0.3790,=2.1178,=1.4646,=1.1231
2017-09-15,=4666.9108,=6686.4200,=17692565178985.7031,=13334130050832,=4483213234062.4385,=1.3016,=0.3823,=2.1178,=1.4646,=1.1231
2017-09-14,=4675.2538,=6698.1900,=17764260090857.3008,=13382345098164,=4471241064163.8994,=1.3056,=0.3860,=2.1186,=1.4648,=1.1225
2017-09-13,=4686.9195,=6714.9000,=17862987008464.7969,=13435600487189,=4478742845255.1006,=1.3132,=0.3954,=2.1186,=1.4649,=1.1225
2017-09-12,=4677.3236,=6701.1500,=17878121789761.3984,=13440996746447,=4477865838660.1465,=1.3143,=0.3960,=2.1186,=1.4650,=1.1225
2017-09-11,=4657.8476,=6673.2500,=17802841245493.8008,=13379534913655,=4454039156212.5996,=1.3088,=0.3896,=2.1186,=1.4651,=1.1225
2017-09-08,=4649.4264,=6661.1800,=17824109235046.1016,=13391414664351,=4463927369617.8818,=1.3103,=0.3920,=2.1186,=1.4653,=1.1225
2017-09-07,=4654.1555,=6667.9600,=17854937366945.8008,=13418417501987,=4473577190423.0820,=1.3126,=0.3935,=2.1192,=1.4654,=1.1225
2017-09-06,=4664.5029,=6682.7800,=17931990343429.7070,=13481058368809,=4486078199689.0449,=1.3183,=0.3985,=2.1192,=1.4655,=1.1225
2017-09-05,=4672.3900,=6694.0800,=17968435508330.8984,=13501134949319,=4501234576516.2754,=1.3209,=0.4000,=2.1192,=1.4656,=1.1225
2017-09-04,=4669.5840,=6690.0600,=17838663079855.0977,=13432304323424,=4475496340610.4375,=1.3114,=0.3935,=2.1192,=1.4658,=1.1225
2017-09-01,=4663.4789,=6681.3200,=17726396227142.8008,=13358712533560,=4460863732550.5264,=1.3046,=0.3862,=2.1192,=1.4661,=1.1225
2017-08-31,=4653.3530,=6666.8100,=17870631015647,=13447330951973,=4474671300185.0234,=1.3096,=0.3912,=2.1195,=1.4666,=1.1216
2017-08-30,=4681.0835,=6706.5400,=18019498902604,=13564045613379,=4466737403493.7314,=1.3241,=0.4007,=2.1195,=1.4670,=1.1216
2017-08-29,=4676.5404,=6700.0300,=18111832454619,=13618902234639,=4481468572061.9619,=1.3359,=0.4058,=2.1195,=1.4673,=1.1216
2017-08-28,=4679.7912,=6702.5100,=18086595330734.5000,=13610834263142,=4488475337233.3623,=1.3343,=0.4037,=2.1195,=1.4675,=1.1216
2017-08-25,=4646.5415,=6654.8900,=18029255727371,=13554245078020,=4448245342314.9092,=1.3294,=0.4012,=2.1195,=1.4676,=1.1216
2017-08-24,=4588.2694,=6568.2300,=17617737841427.3945,=13259994073064,=4383133402316.3350,=1.2990,=0.3819,=2.1215,=1.4678,=1.1215
2017-08-23,=4591.5746,=6571.8700,=17590398208421,=13248425608096,=4388412243614.8169,=1.2969,=0.3794,=2.1215,=1.4680,=1.1215
2017-08-22,=4593.6098,=6574.7900,=17447925309659.1992,=13159380454369,=4363677912152.0869,=1.2872,=0.3707,=2.1215,=1.4682,=1.1215
2017-08-21,=4592.5755,=6573.3100,=17370504711418.3965,=13099727460010,=4338919308864.9302,=1.2819,=0.3664,=2.1215,=1.4684,=1.1215
2017-08-18,=4574.2653,=6547.1000,=17321977194491.2031,=13060969677785,=4330776419831.0830,=1.2802,=0.3648,=2.1215,=1.4685,=1.1215
2017-08-17,=4563.4608,=6531.6300,=17319883505122.1016,=13052346391883,=4320789362763.0781,=1.2802,=0.3649,=2.1230,=1.4688,=1.1213
2017-08-16,=4541.2494,=6499.8400,=17262569038212.9023,=13003418410365,=4304356202251.8198,=1.2760,=0.3606,=2.1230,=1.4691,=1.1213
2017-08-15,=4556.8969,=6522.2400,=17340572951132.1992,=13061761688244,=4332753562162.7383,=1.2819,=0.3653,=2.1230,=1.4694,=1.1213
2017-08-14,=4528.7969,=6482.0200,=17152488934287,=12952509035462,=4299947204090.7729,=1.2681,=0.3538,=2.1230,=1.4696,=1.1213
2017-08-11,=4492.2127,=6429.2100,=17152545284700.7031,=12946879590565,=4280019545607.8042,=1.2679,=0.3531,=2.1230,=1.4701,=1.1213
2017-08-10,=4572.0537,=6543.4800,=17351624601768.4004,=13112010468071,=4357473960890.5620,=1.2831,=0.3653,=2.1242,=1.4705,=1.1211
2017-08-09,=4584.5542,=6561.3700,=17386692144502.9004,=13134090194752,=4366831014947.6079,=1.2857,=0.3672,=2.1242,=1.4710,=1.1211
2017-08-08,=4572.1976,=6543.6900,=17549015387026.6055,=13222185822974,=4375871389134.9990,=1.2978,=0.3781,=2.1242,=1.4714,=1.1211
2017-08-07,=4577.6379,=6550.1900,=17551189402661.4043,=13234235201835,=4386513464427.7568,=1.2976,=0.3778,=2.1242,=1.4717,=1.1211
2017-08-04,=4548.5670,=6508.5900,=17519788864824.0996,=13199547278819,=4361090674428.2900,=1.2954,=0.3753,=2.1242,=1.4720,=1.1211
2017-08-03,=4569.5417,=6538.6100,=17565058354417.1992,=13232467989451,=4388893333691.5625,=1.2987,=0.3777,=2.1242,=1.4723,=1.1211
2017-08-02,=4606.6739,=6591.7400,=17717912591617.1992,=13357847542943,=4442727670999.1816,=1.3100,=0.3877,=2.1242,=1.4727,=1.1211
2017-08-01,=4627.9797,=6621,=17661576611634.6992,=13340631896693,=4441939210168.0146,=1.3052,=0.3830,=2.1242,=1.4728,=1.1211
2017-07-31,=4599.8862,=6580.6500,=17497132510103.5000,=13211155254047,=4402033659832.7334,=1.2933,=0.3738,=2.1242,=1.4729,=1.1211
2017-07-28,=4581.2797,=6551.6800,=17500822265599,=13200577882216,=4398219979067.3613,=1.2935,=0.3739,=2.1242,=1.4730,=1.1211
2017-07-27,=4564.1852,=6527.2300,=17433679159515.3008,=13165630067430,=4376793521254.6904,=1.2885,=0.3705,=2.1243,=1.4730,=1.1207
2017-07-26,=4568.7753,=6533.8000,=17528415724712.2988,=13232671766692,=4397065388802.0259,=1.2955,=0.3752,=2.1243,=1.4735,=1.1207
2017-07-25,=4592.2879,=6567.4200,=17451331639872.2012,=13198537602008,=4414402613502.3750,=1.2898,=0.3722,=2.1243,=1.4740,=1.1207
2017-07-24,=4615.1739,=6599.0500,=17381226251466.1992,=13184276402176,=4433880599942.8594,=1.2845,=0.3688,=2.1243,=1.4742,=1.1207
2017-07-21,=4585.4932,=6556.6100,=17315791482318.5996,=13131611663847,=4404307162142.1328,=1.2797,=0.3658,=2.1243,=1.4744,=1.1207
2017-07-20,=4588.1138,=6557.4500,=17371363073575.0996,=13173178337182,=4429287148409.7227,=1.2836,=0.3673,=2.1250,=1.4745,=1.1206
2017-07-19,=4549.8094,=6502.6000,=17279747191287.0977,=13100525556323,=4404827442840.7129,=1.2768,=0.3648,=2.1250,=1.4745,=1.1206
2017-07-18,=4489.5263,=6413.6800,=17187243429146.2051,=13027634786921,=4359935806712.8848,=1.2678,=0.3555,=2.1250,=1.4746,=1.1206
2017-07-17,=4489.0145,=6409.6800,=17266157159351.4004,=13070741049344,=4370625945520.1782,=1.2731,=0.3611,=2.1250,=1.4747,=1.1206
2017-07-14,=4544.4579,=6488.8400,=17066423069827.3008,=12952497243224,=4367537585444.6709,=1.2584,=0.3495,=2.1250,=1.4753,=1.1206
2017-07-13,=4517.2001,=6439.6000,=17009762928869.6992,=12899118304704,=4334249580983.1572,=1.2481,=0.3402,=2.1251,=1.4759,=1.1206
2017-07-12,=4505.9103,=6418.1200,=16890502152370.1055,=12812123475846,=4301932339910.6504,=1.2344,=0.3309,=2.1251,=1.4764,=1.1206
2017-07-11,=4526.7600,=6447.5700,=16891789723270.8027,=12829108572089,=4306451643762.9048,=1.2345,=0.3320,=2.1251,=1.4770,=1.1206
2017-07-10,=4506.2167,=6411.9300,=16801052743701.6035,=12768606807849,=4251981686331.7310,=1.2203,=0.3218,=2.1251,=1.4771,=1.1206
2017-07-07,=4517.3680,=6410.9500,=16753959407593.8008,=12724574766631,=4242632541939.4121,=1.2166,=0.3165,=2.1251,=1.4772,=1.1206
2017-07-06,=4515.5788,=6404.5100,=16792517901064.4023,=12756596424125,=4261210885301.4541,=1.2176,=0.3184,=2.1251,=1.4772,=1.1205
2017-07-05,=4514.0952,=6401.4400,=16780361391889.3984,=12745107699975,=4262228557283.0562,=1.2162,=0.3163,=2.1251,=1.4773,=1.1205
2017-07-04,=4483.8044,=6345.7200,=16705665018348.6992,=12675280564649,=4220339517169.4380,=1.2092,=0.3084,=2.1251,=1.4779,=1.1205
2017-07-03,=4518.9225,=6392.2800,=16766849617217.0996,=12725653654621,=4260642308728.3232,=1.2136,=0.3139,=2.1251,=1.4785,=1.1205
2017-06-30,=4527.2442,=6404.0500,=16812443253043.4023,=12763038065764,=4285440236833.2031,=1.2169,=0.3159,=2.1251,=1.4786,=1.1205
2017-06-29,=4525.3729,=6392.2700,=16851661744747.8047,=12739927693484,=4288421426581.8218,=1.2129,=0.3128,=2.1257,=1.4788,=1.1201
2017-06-28,=4509.9970,=6364.6100,=16755398361114.6016,=12672133109114,=4266339788667.9038,=1.2054,=0.3035,=2.1257,=1.4789,=1.1201
2017-06-27,=4534.9240,=6399.1200,=16803099096830.6992,=12720303673409,=4290769018268.2690,=1.2088,=0.3077,=2.1257,=1.4790,=1.1201
2017-06-26,=4525.7314,=6386.1500,=16761214503652.9023,=12695809680419,=4268475138866.4746,=1.2058,=0.3047,=2.1257,=1.4794,=1.1201
2017-06-23,=4475.0282,=6314.6000,=16686429362113.9004,=12623934658814,=4223597844571.8779,=1.2004,=0.2985,=2.1257,=1.4797,=1.1201
2017-06-22,=4438.0413,=6261.7200,=16551995543126.6016,=12515550305440,=4171245118138.5098,=1.1907,=0.2868,=2.1262,=1.4797,=1.1199
2017-06-21,=4439.0621,=6263.0600,=16422423370956.9023,=12426505810019,=4130101349710.9839,=1.1808,=0.2702,=2.1262,=1.4798,=1.1199
2017-06-20,=4387.9023,=6188.5600,=16307475540519.6035,=12328679392423,=4081948748298.8320,=1.1723,=0.2535,=2.1262,=1.4798,=1.1199
2017-06-19,=4393.3781,=6194.9100,=16280135372219.5000,=12305007651467,=4086272699222.4219,=1.1703,=0.2505,=2.1262,=1.4799,=1.1199
2017-06-16,=4362.8578,=6150.0900,=16222058822370.4023,=12256022514786,=4051142388465.7310,=1.1659,=0.2451,=2.1262,=1.4801,=1.1199
2017-06-15,=4391.9864,=6174.1800,=16301719793588.1016,=12320809373452,=4075589972331.3652,=1.1691,=0.2489,=2.1263,=1.4802,=1.1199
2017-06-14,=4413.1828,=6198.2000,=16431819115099.4004,=12409238269283,=4100835064175.8442,=1.1781,=0.2626,=2.1263,=1.4814,=1.1199
2017-06-13,=4477.0165,=6274.6800,=16608336895036.3965,=12557620914682,=4177838346597.0049,=1.1875,=0.2800,=2.1263,=1.4825,=1.1199
2017-06-12,=4462.2744,=6253.7500,=16597408696150.0039,=12552015232397,=4177410309419.9111,=1.1867,=0.2788,=2.1263,=1.4827,=1.1199
2017-06-09,=4450.9515,=6233.0600,=16597124517005.8984,=12552951061776,=4163415315748.3701,=1.1866,=0.2784,=2.1263,=1.4829,=1.1199
2017-06-08,=4437.7686,=6211.5000,=16559561750897.4043,=12525337132413,=4148975881590.3770,=1.1834,=0.2736,=2.1271,=1.4830,=1.1191
2017-06-07,=4397.4418,=6155.0600,=16478692070008.8066,=12454826387717,=4108022204182.1821,=1.1777,=0.2618,=2.1271,=1.4831,=1.1191
2017-06-06,=4338.8753,=6070.4900,=16346237923080.4023,=12318051314002,=4062288713356.7451,=1.1679,=0.2483,=2.1271,=1.4837,=1.1191
2017-06-05,=4316.4988,=6038.4800,=16296131329017.0996,=12275434684128,=4041333449980.1411,=1.1643,=0.2452,=2.1271,=1.4844,=1.1191
2017-06-02,=4338.4682,=6061.0100,=16551828393842.5020,=12443617841631,=4080191284718.5029,=1.1822,=0.2699,=2.1271,=1.4853,=1.1191
2017-06-01,=4330.8926,=6050.4300,=16627528855517.8027,=12494569329674,=4099129602220.7500,=1.1876,=0.2783,=2.1277,=1.4862,=1.1190
2017-05-31,=4338.3074,=6060.7900,=16532048803133.1992,=12426661795072,=4085239730706.0532,=1.1808,=0.2679,=2.1277,=1.4870,=1.1190
2017-05-26,=4331.2800,=6050.4200,=16451513666126.1016,=12358054869989,=4067261831786.4600,=1.1750,=0.2571,=2.1277,=1.4878,=1.1190
2017-05-25,=4325.1642,=6037.7600,=16403204585907.1992,=12337283801226,=4065746873602.4038,=1.1715,=0.2522,=2.1277,=1.4879,=1.1190
2017-05-24,=4266.9756,=5951.6600,=16136567467587.5078,=12132259697270,=3975936752193.2266,=1.1520,=0.2345,=2.1277,=1.4881,=1.1190
2017-05-23,=4259.5387,=5941.2900,=16151207072023.3008,=12143525363729,=3980337238549.2749,=1.1531,=0.2346,=2.1286,=1.4881,=1.1188
2017-05-22,=4248.4414,=5925.8100,=15941453776887.3945,=11987064153980,=3930595923279.8418,=1.1381,=0.2232,=2.1286,=1.4881,=1.1188
2017-05-19,=4261.3650,=5943.8400,=15840846811616.5996,=11917688275004,=3913984725213.0269,=1.1309,=0.2151,=2.1286,=1.4882,=1.1188
2017-05-18,=4245.3690,=5921.5200,=15822783122894.3008,=11896192729223,=3898418124704.2021,=1.1296,=0.2125,=2.1286,=1.4883,=1.1188
2017-05-17,=4265.5256,=5949.0100,=15838992237954.1992,=11913756786180,=3912072899934.2290,=1.1307,=0.2144,=2.1286,=1.4887,=1.1188
2017-05-16,=4278.0779,=5966.5100,=15956866539840.4004,=12001032148268,=3942454607234.5830,=1.1391,=0.2227,=2.1288,=1.4890,=1.1188
2017-05-15,=4228.9447,=5897.9900,=15992507475128.2012,=12016258827715,=3931135107290.0562,=1.1417,=0.2238,=2.1288,=1.4891,=1.1188
2017-05-12,=4202.1160,=5856.4300,=15929200870039.4980,=11960396232890,=3914156688234.3281,=1.1370,=0.2206,=2.1288,=1.4891,=1.1188
2017-05-11,=4170.4773,=5811.0600,=15711132031385.3008,=11816537547686,=3858241177702.9702,=1.1211,=0.2056,=2.1288,=1.4897,=1.1188
2017-05-10,=4147.8216,=5771.9100,=15549844673980.9023,=11691198646140,=3819336983415.1680,=1.1093,=0.1832,=2.1288,=1.4903,=1.1188
2017-05-09,=4192.6161,=5830.6300,=15575740961877.3008,=11717562540705,=3830272461405.5459,=1.1106,=0.1856,=2.1292,=1.4908,=1.1188
2017-05-08,=4194.2355,=5831.1700,=15623341847688,=11755121070256,=3844221176236.7178,=1.1137,=0.1903,=2.1292,=1.4913,=1.1188
2017-05-05,=4229.0990,=5879.6400,=15628711629869.9961,=11763553116467,=3857463418078.7891,=1.1141,=0.1908,=2.1292,=1.4915,=1.1190
2017-05-04,=4251.8700,=5911.3000,=15626017485623,=11773087298792,=3862409260588.6108,=1.1139,=0.1904,=2.1292,=1.4917,=1.1191
2017-05-03,=4254.3241,=5913.9400,=15633915636747.2031,=11781957475395,=3867491417207.2139,=1.1145,=0.1910,=2.1292,=1.4917,=1.1199
2017-05-02,=4281.1334,=5951.2000,=15712675751461.6035,=11842256908360,=3887618367893.8779,=1.1201,=0.2007,=2.1313,=1.4917,=1.1199
2017-04-28,=4302.8400,=5981.3800,=15832279858245.1992,=11927079566346,=3900149072350.5479,=1.1497,=0.2266,=2.1313,=1.4918,=1.1199
2017-04-27,=4329.6307,=6016.3600,=15862832312110.8008,=11961405886478,=3890049444143.4297,=1.1637,=0.2392,=2.1313,=1.4918,=1.1199
2017-04-26,=4339.4801,=6030.0400,=15838923883792.5977,=11938148899157,=3889754522824.6499,=1.1662,=0.2402,=2.1313,=1.4918,=1.1199
2017-04-25,=4335.3748,=6024.3400,=15807793142663.3008,=11925799548359,=3886838659833.8701,=1.1637,=0.2389,=2.1313,=1.4919,=1.1199
2017-04-24,=4315.1950,=5996.3000,=15791788814280.0039,=11913816602748,=3871262531369.0298,=1.1625,=0.2377,=2.1316,=1.4919,=1.1191
2017-04-21,=4369.3495,=6071.5500,=15871614201433.8027,=11978672636512,=3898777938906.2002,=1.1682,=0.2410,=2.1316,=1.4919,=1.1191
2017-04-20,=4366.1882,=6067.1600,=15721323573420.6973,=11890258162465,=3876653677559.8198,=1.1572,=0.2337,=2.1316,=1.4927,=1.1191
2017-04-19,=4347.3065,=6040.9200,=15697450630857,=11867099253694,=3864771351640.0591,=1.1555,=0.2329,=2.1316,=1.4935,=1.1191
2017-04-18,=4365.3630,=6063.6400,=15822228247282.1992,=11955302883281,=3882905423242.9414,=1.1646,=0.2381,=2.1316,=1.4938,=1.1191
2017-04-17,=4375.8763,=6078.2400,=15937343399080,=12033898909501,=3907669482264.5498,=1.1737,=0.2451,=2.1316,=1.4941,=1.1190
2017-04-14,=4397.7294,=6108.6000,=15926810740649.7012,=12025460425607,=3904801673417.2104,=1.1732,=0.2448,=2.1316,=1.4941,=1.1190
2017-04-13,=4450.6224,=6182.0700,=16033496764708.9004,=12107950247931,=3940219857383.2202,=1.1811,=0.2579,=2.1316,=1.4941,=1.1190
2017-04-12,=4423.2730,=6144.0800,=16064156606745.3984,=12121200472379,=3970452179505.1094,=1.1837,=0.2617,=2.1316,=1.4941,=1.1190
2017-04-11,=4421.5674,=6141.7100,=16029034575155.1992,=12106672423202,=3967834231570.2402,=1.1811,=0.2581,=2.1316,=1.4942,=1.1190
2017-04-10,=4405.8489,=6119.8800,=16047272442677.0996,=12108384555850,=3965613014884.9600,=1.1826,=0.2592,=2.1336,=1.4945,=1.1188
2017-04-07,=4407.7461,=6122.5100,=16103760815386.6055,=12143676056248,=3973146401517.4990,=1.1868,=0.2658,=2.1336,=1.4949,=1.1188
2017-04-06,=4400.0482,=6111.8200,=16045337176427.3027,=12122862121150,=3975404687850.6982,=1.1848,=0.2613,=2.1336,=1.4952,=1.1188
2017-04-05,=4382.4218,=6087.3300,=16014290469162.6016,=12091041486508,=3960735064216.1211,=1.1833,=0.2604,=2.1336,=1.4956,=1.1188
2017-03-31,=4323.9600,=6006.1300,=15876158756304,=11986830576677,=3928736078871.8701,=1.1757,=0.2490,=2.1336,=1.4956,=1.1188
2017-03-30,=4290.8164,=5960.0900,=15766532290870.5000,=11893052984025,=3904678967212.5908,=1.1724,=0.2449,=2.1336,=1.4957,=1.1188
2017-03-29,=4319.6202,=6000.1000,=15801565131607.9961,=11924093969697,=3924915473791.7412,=1.1768,=0.2497,=2.1336,=1.4957,=1.1188
2017-03-28,=4326.3616,=6009.4600,=15784891509666.1992,=11914183969177,=3928065420685.6689,=1.1788,=0.2540,=2.1336,=1.4958,=1.1188
2017-03-27,=4341.2856,=6030.1900,=15835237150393.0996,=11954471852495,=3940937859459.2412,=1.1830,=0.2587,=2.1336,=1.4959,=1.1188
2017-03-24,=4354.3102,=6048.2900,=15829161491334.1992,=11963825922868,=3948884658588.6709,=1.1863,=0.2626,=2.1336,=1.4960,=1.1188
2017-03-23,=4316.1215,=5995.2400,=15709602768825.2031,=11862344599644,=3912393093439.1919,=1.1775,=0.2506,=2.1337,=1.4963,=1.1184
2017-03-22,=4307.3765,=5983.0900,=15686559193801.7012,=11851632861133,=3898257758184.2109,=1.1758,=0.2493,=2.1337,=1.4966,=1.1184
2017-03-21,=4331.3252,=6016.3600,=15810067723684.6973,=11931754878560,=3925410870488.5791,=1.1850,=0.2587,=2.1337,=1.4967,=1.1184
2017-03-20,=4289.3020,=5957.9900,=15725214607455.5000,=11858902617031,=3900232590142.1299,=1.1786,=0.2528,=2.1337,=1.4968,=1.1184
2017-03-17,=4268.7757,=5929.4800,=15641098704046.4023,=11769975170926,=3895645885650.5908,=1.1730,=0.2459,=2.1337,=1.4968,=1.1184
2017-03-16,=4314.3230,=5992.7400,=15779357697755.5977,=11880942147686,=3934160890090.5000,=1.1834,=0.2577,=2.1339,=1.4969,=1.1182
2017-03-15,=4298.0825,=5970.1800,=15756102054542.1016,=11859631245775,=3928058558839.6182,=1.1816,=0.2564,=2.1339,=1.4976,=1.1182
2017-03-14,=4283.6686,=5950.1600,=15734925405111.7051,=11841450491113,=3921575395939.0908,=1.1800,=0.2551,=2.1339,=1.4983,=1.1182
2017-03-13,=4285.4747,=5952.6700,=15708520384329.8008,=11819650743710,=3914659198517.5010,=1.1781,=0.2515,=2.1339,=1.4986,=1.1182
